id,source,locality,city_zone,bhk_type,rent_monthly,deposit_amount,area_sqft,furnishing,near_metro,listing_date,scraped_at,listing_url,price_per_sqft
3091,kaggle,Langford Gardens,Other,4 BHK,160000,,4500,Unfurnished,,2022-06-30,2026-06-05 22:46:37.485506,,35.56
3092,kaggle,"Maruthi Extesnion, Rajajinagar",West,1 BHK,11000,,600,Semi-Furnished,,2022-06-29,2026-06-05 22:46:37.485506,,18.33
3095,kaggle,"Shampura, Kaval Byrasandra",Other,3 BHK,12000,,1100,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,10.91
3096,kaggle,Bommasandra,Other,3 BHK,21500,,1320,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,16.29
3097,kaggle,Rajajinagar,West,2 BHK,9300,,500,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,18.60
3098,kaggle,Choodasandra,Other,1 BHK,6000,,600,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,10.00
3099,kaggle,Arakere,Other,2 BHK,13000,,650,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,20.00
3100,kaggle,New Thippasandra,Other,1 BHK,7000,,300,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,23.33
3101,kaggle,Battarahalli,Other,2 BHK,14000,,1000,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,14.00
3104,kaggle,New Bel Road,Other,1 BHK,12500,,600,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,20.83
3105,kaggle,Gunjur,Other,1 BHK,7000,,400,Semi-Furnished,,2022-04-28,2026-06-05 22:46:37.485506,,17.50
3106,kaggle,Anantapura,Other,2 BHK,13000,,1000,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,13.00
3107,kaggle,Hulimavu,Other,2 BHK,20000,,1100,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,18.18
3109,kaggle,Hongasandra,Other,1 BHK,6000,,600,Unfurnished,,2022-04-28,2026-06-05 22:46:37.485506,,10.00
3110,kaggle,Chamrajpet,Other,2 BHK,15000,,800,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,18.75
3111,kaggle,Sahakara Nagar,North,2 BHK,20000,,1115,Furnished,,2022-05-30,2026-06-05 22:46:37.485506,,17.94
3116,kaggle,Hebbal,North,4 BHK,120000,,4105,Semi-Furnished,,2022-06-08,2026-06-05 22:46:37.485506,,29.23
3117,kaggle,Adugodi,Other,2 BHK,10000,,800,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,12.50
3118,kaggle,Vijayanagar,South,2 BHK,8000,,500,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,16.00
3119,kaggle,Chikkalasandra,Other,2 BHK,9500,,700,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,13.57
3120,kaggle,Sathnur,Other,2 BHK,9000,,1055,Semi-Furnished,,2022-05-22,2026-06-05 22:46:37.485506,,8.53
3122,kaggle,Electronic City,South,2 BHK,14000,,950,Unfurnished,,2022-06-29,2026-06-05 22:46:37.485506,,14.74
3123,kaggle,Banjara Layout,Other,1 BHK,7000,,450,Semi-Furnished,,2022-05-28,2026-06-05 22:46:37.485506,,15.56
3125,kaggle,"Electronic City Phase 2, Electronic City",South,1 BHK,8000,,400,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,20.00
3127,kaggle,Vijay Enclave,Other,2 BHK,12000,,600,Semi-Furnished,,2022-04-29,2026-06-05 22:46:37.485506,,20.00
3128,kaggle,Vidyaranyapura,Other,1 BHK,5000,,500,Unfurnished,,2022-07-04,2026-06-05 22:46:37.485506,,10.00
3129,kaggle,Hongasandra,Other,1 BHK,6000,,400,Unfurnished,,2022-05-14,2026-06-05 22:46:37.485506,,15.00
3131,kaggle,Bommanahalli,South,2 BHK,12000,,650,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,18.46
3132,kaggle,Ejipura,Other,2 BHK,15000,,600,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,25.00
3074,kaggle,"Murugeshpalya, Airport Road",East,2 BHK,13000,,780,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,16.67
3102,kaggle,"A Narayanapura, Mahadevapura",East,2 BHK,14000,,1200,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,11.67
3070,kaggle,"Malleshpalya, Kaggadasapura",East,2 BHK,17000,,1100,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,15.45
3078,kaggle,Maruthi Sevanagar,East,1 BHK,9000,,500,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,18.00
3108,kaggle,"Ombr Layout, Banaswadi",East,2 BHK,24000,,1300,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,18.46
3124,kaggle,Banaswadi,East,3 BHK,24000,,1200,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,20.00
3093,kaggle,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South,2 BHK,20000,,1100,Unfurnished,,2022-05-11,2026-06-05 22:46:37.485506,,18.18
3075,kaggle,Kanakapura Road,South,2 BHK,38000,,1274,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,29.83
3114,kaggle,Kanakapura Road,South,3 BHK,22000,,1500,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,14.67
3094,kaggle,Rayasandra,South,1 BHK,5500,,600,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,9.17
3103,kaggle,Banashankari,South,1 BHK,6000,,650,Semi-Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,9.23
3126,kaggle,Indira Nagar,Central,1 BHK,22000,,400,Semi-Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,55.00
3113,kaggle,Mathikere,North,3 BHK,35000,,1278,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,27.39
3121,kaggle,"Jalahalli, Jalahalli, Outer Ring Road",North,3 BHK,31000,,1325,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,23.40
3133,kaggle,Hongasandra,Other,2 BHK,14000,,800,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,17.50
3135,kaggle,"Hal Layout, Hosur Road",Other,2 BHK,40000,,1380,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,28.99
3137,kaggle,Hulimavu,Other,2 BHK,15000,,825,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,18.18
3138,kaggle,Varthur,Other,2 BHK,9500,,700,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,13.57
3139,kaggle,Subramanyapura,Other,2 BHK,15000,,1110,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,13.51
3140,kaggle,"Panduranga Nagar, bannerghatta main Road",South,2 BHK,15000,,800,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,18.75
3141,kaggle,Vijayanagar,South,2 BHK,10000,,810,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,12.35
3142,kaggle,Yelahanka New Town,North,4 BHK,15000,,1150,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,13.04
3143,kaggle,Mailasandar,Other,1 BHK,7000,,700,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,10.00
3145,kaggle,"Hoodi, Hoodi",Other,3 BHK,26969,,1400,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,19.26
3146,kaggle,Channasandra,Other,1 BHK,8000,,450,Unfurnished,,2022-06-12,2026-06-05 22:46:37.485506,,17.78
3148,kaggle,Ulsoor Road,Other,3 BHK,30000,,1500,Semi-Furnished,,2022-07-05,2026-06-05 22:46:37.485506,,20.00
3151,kaggle,Rajajinagar,West,1 BHK,10000,,600,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,16.67
3152,kaggle,Malleshwaram,West,1 BHK,6000,,150,Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,40.00
3154,kaggle,Basavanapura,Other,2 BHK,18000,,1300,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,13.85
3155,kaggle,Bommanahalli,South,4 BHK,30000,,1900,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,15.79
3156,kaggle,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Other,2 BHK,10000,,300,Semi-Furnished,,2022-05-17,2026-06-05 22:46:37.485506,,33.33
3157,kaggle,Varthur,Other,1 BHK,15000,,700,Semi-Furnished,,2022-04-28,2026-06-05 22:46:37.485506,,21.43
3158,kaggle,Koramangala Block 1,South,2 BHK,70000,,1325,Semi-Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,52.83
3159,kaggle,Amrutahalli,Other,2 BHK,19000,,894,Unfurnished,,2022-06-12,2026-06-05 22:46:37.485506,,21.25
3160,kaggle,Electronic City,South,2 BHK,20000,,1100,Semi-Furnished,,2022-06-11,2026-06-05 22:46:37.485506,,18.18
3161,kaggle,Begur,Other,2 BHK,9000,,600,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,15.00
3162,kaggle,Vijayanagar,South,1 BHK,5000,,500,Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,10.00
3163,kaggle,ITI Layout,Other,2 BHK,27500,,1000,Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,27.50
3164,kaggle,Thambuchetty Palya,Other,2 BHK,16000,,850,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,18.82
3165,kaggle,"Pai Layout-Hulimavu, Hulimavu",Other,1 BHK,12000,,400,Semi-Furnished,,2022-07-05,2026-06-05 22:46:37.485506,,30.00
3166,kaggle,Outer Ring Road,Other,3 BHK,75000,,2400,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,31.25
3167,kaggle,Btm Layout,South,2 BHK,20000,,1200,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,16.67
3168,kaggle,Varanasi,Other,1 BHK,7000,,500,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,14.00
3169,kaggle,Hebbal Kempapura,North,1 BHK,11000,,550,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,20.00
3170,kaggle,Nagarbhavi,Other,1 BHK,13500,,450,Semi-Furnished,,2022-06-11,2026-06-05 22:46:37.485506,,30.00
3171,kaggle,Garvebhavi Palya,Other,1 BHK,17000,,430,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,39.53
3172,kaggle,Halasuru,Other,3 BHK,55000,,2430,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,22.63
3173,kaggle,Electronic City,South,1 BHK,13000,,500,Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,26.00
3174,kaggle,Electronic City,South,2 BHK,11000,,600,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,18.33
3177,kaggle,"Kattigenahalli, Bellary Road",Other,2 BHK,8500,,1000,Unfurnished,,2022-05-22,2026-06-05 22:46:37.485506,,8.50
3178,kaggle,Mylasandra,Other,3 BHK,30000,,1350,Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,22.22
3179,kaggle,Rajarajeshwari Nagar,Other,3 BHK,22000,,1500,Furnished,,2022-07-02,2026-06-05 22:46:37.485506,,14.67
3181,kaggle,Kithiganur,Other,3 BHK,15000,,800,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,18.75
3182,kaggle,Kamala Nagar,Other,2 BHK,10000,,1000,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,10.00
3183,kaggle,Nagondanahalli,Other,2 BHK,12500,,800,Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,15.62
3184,kaggle,Byrathi,Other,3 BHK,24000,,1550,Semi-Furnished,,2022-06-29,2026-06-05 22:46:37.485506,,15.48
3185,kaggle,Guttahalli,Other,2 BHK,32000,,1000,Unfurnished,,2022-07-04,2026-06-05 22:46:37.485506,,32.00
3186,kaggle,whitefield,East,2 BHK,19000,,800,Unfurnished,,2022-07-04,2026-06-05 22:46:37.485506,,23.75
3188,kaggle,Laggere,Other,2 BHK,5500,,500,Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,11.00
3189,kaggle,"Hsr Layout Sector 3, HSR Layout",South,1 BHK,15000,,500,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,30.00
3190,kaggle,"Seetharampalya, Hoodi",Other,2 BHK,14000,,900,Semi-Furnished,,2022-05-30,2026-06-05 22:46:37.485506,,15.56
3192,kaggle,Thanisandra,Other,2 BHK,14000,,1000,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,14.00
3193,kaggle,Sarjapur Road,East,3 BHK,43000,,1680,Unfurnished,,2022-07-06,2026-06-05 22:46:37.485506,,25.60
3195,kaggle,Lavelle Road,Other,2 BHK,50000,,1200,Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,41.67
3196,kaggle,"Manyata Residency, Thanisandra",Other,1 BHK,15000,,900,Semi-Furnished,,2022-06-25,2026-06-05 22:46:37.485506,,16.67
3199,kaggle,Abbigere,Other,1 BHK,6000,,300,Unfurnished,,2022-05-14,2026-06-05 22:46:37.485506,,20.00
3134,kaggle,"Murugeshpalya, Airport Road",East,1 BHK,22000,,460,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,47.83
3149,kaggle,Mahadevapura,East,1 BHK,6500,,200,Semi-Furnished,,2022-05-20,2026-06-05 22:46:37.485506,,32.50
3180,kaggle,Ramamurthy Nagar,East,2 BHK,15000,,1000,Unfurnished,,2022-05-12,2026-06-05 22:46:37.485506,,15.00
3144,kaggle,CV Raman Nagar,East,1 BHK,10000,,300,Unfurnished,,2022-07-04,2026-06-05 22:46:37.485506,,33.33
3136,kaggle,Banaswadi,East,1 BHK,12000,,500,Semi-Furnished,,2022-06-22,2026-06-05 22:46:37.485506,,24.00
3150,kaggle,J P Nagar,South,3 BHK,22000,,1500,Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,14.67
3191,kaggle,"Jp Nagar Phase 7, J P Nagar",South,3 BHK,27000,,1200,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,22.50
3147,kaggle,Kanakapura Road,South,3 BHK,52000,,1603,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,32.44
3187,kaggle,"Bikasipura, kanakapura Road",South,1 BHK,9000,,700,Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,12.86
3176,kaggle,Bilekahalli,South,2 BHK,23500,,950,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,24.74
3197,kaggle,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",South,3 BHK,25000,,1600,Semi-Furnished,,2022-06-24,2026-06-05 22:46:37.485506,,15.62
3175,kaggle,"Mallasandra, Jalahalli West",North,2 BHK,16000,,805,Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,19.88
3200,kaggle,Vaderahalli,Other,1 BHK,5000,,400,Unfurnished,,2022-05-14,2026-06-05 22:46:37.485506,,12.50
3201,kaggle,Btm Layout,South,1 BHK,10000,,550,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,18.18
3202,kaggle,"Nallurhalli, Whitefield, Borewell Road",East,1 BHK,15000,,400,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,37.50
3203,kaggle,T Dasarahalli,Other,1 BHK,5000,,500,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,10.00
3204,kaggle,"Maruthi Nagar-Yelahanka, Yelahanka",North,3 BHK,17000,,1200,Unfurnished,,2022-05-12,2026-06-05 22:46:37.485506,,14.17
3206,kaggle,Srinivaspura,Other,3 BHK,35000,,2100,Furnished,,2022-06-08,2026-06-05 22:46:37.485506,,16.67
3207,kaggle,Ashok Nagar,Other,2 BHK,35000,,800,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,43.75
3209,kaggle,Arakere,Other,4 BHK,130000,,4341,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,29.95
3210,kaggle,Jayanagar,South,2 BHK,35000,,1300,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,26.92
3211,kaggle,Halasuru,Other,1 BHK,10000,,400,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,25.00
3214,kaggle,"Hennur, Hennur Bagalur Road",Other,1 BHK,8000,,400,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,20.00
3216,kaggle,Hsr Layout,South,2 BHK,25000,,1200,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,20.83
3218,kaggle,Sanjay Nagar Stage 2,Other,2 BHK,30000,,1700,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,17.65
3219,kaggle,Ramachandrapuram Rajajinagar,West,2 BHK,22000,,846,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,26.00
3220,kaggle,Kyalasanahalli,Other,2 BHK,14000,,1100,Unfurnished,,2022-06-29,2026-06-05 22:46:37.485506,,12.73
3221,kaggle,"Chamundeshwari Layout, Arakere",Other,2 BHK,12000,,700,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,17.14
3222,kaggle,Kengeri,Other,2 BHK,10000,,110,Unfurnished,,2022-06-26,2026-06-05 22:46:37.485506,,90.91
3223,kaggle,Kalyan Nagar,Other,3 BHK,25000,,900,Semi-Furnished,,2022-04-29,2026-06-05 22:46:37.485506,,27.78
3224,kaggle,Haralur Road,Other,1 BHK,25000,,420,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,59.52
3227,kaggle,Vijayanagar,South,1 BHK,7000,,900,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,7.78
3229,kaggle,whitefield,East,4 BHK,250000,,5700,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,43.86
3230,kaggle,"Hsr Layout Sector 2, HSR Layout",South,1 BHK,19000,,625,Unfurnished,,2022-07-09,2026-06-05 22:46:37.485506,,30.40
3231,kaggle,Sun City Layout,Other,4 BHK,42500,,1760,Unfurnished,,2022-04-29,2026-06-05 22:46:37.485506,,24.15
3232,kaggle,Nagarbhavi,Other,2 BHK,11000,,600,Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,18.33
3233,kaggle,Annapurneshwari Nagar,Other,2 BHK,18000,,1200,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,15.00
3234,kaggle,Ragavendra Nagar,Other,1 BHK,4300,,300,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,14.33
3235,kaggle,Attiguppe,Other,2 BHK,9000,,900,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,10.00
3236,kaggle,Electronic City,South,1 BHK,7000,,450,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,15.56
3237,kaggle,"Mcechs Layout, Jakkuru",Other,2 BHK,15000,,1050,Semi-Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,14.29
3238,kaggle,Kengeri,Other,1 BHK,4800,,580,Semi-Furnished,,2022-05-07,2026-06-05 22:46:37.485506,,8.28
3239,kaggle,Kalkere,Other,2 BHK,15000,,600,Unfurnished,,2022-06-10,2026-06-05 22:46:37.485506,,25.00
3240,kaggle,Marathahalli,East,1 BHK,18000,,550,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,32.73
3242,kaggle,Yemalur,Other,1 BHK,9500,,300,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,31.67
3243,kaggle,Abbigere,Other,2 BHK,12000,,1200,Semi-Furnished,,2022-05-30,2026-06-05 22:46:37.485506,,10.00
3244,kaggle,"Btm Layout Stage 2, BTM Layout",South,1 BHK,9000,,900,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,10.00
3247,kaggle,Arakere,Other,2 BHK,11000,,900,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,12.22
3248,kaggle,Seshadripuram,Other,1 BHK,12500,,500,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,25.00
3249,kaggle,whitefield,East,3 BHK,21000,,1360,Semi-Furnished,,2022-07-05,2026-06-05 22:46:37.485506,,15.44
3250,kaggle,Electronic City,South,3 BHK,17681,,1110,Semi-Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,15.93
3251,kaggle,Virupakshapura,Other,3 BHK,28000,,2400,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,11.67
3253,kaggle,Mysore Road,Other,2 BHK,25000,,980,Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,25.51
3254,kaggle,Ramaswami Palya kammanhalli,Other,2 BHK,13000,,600,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,21.67
3255,kaggle,"Mallathahalli, Outer Ring Road",Other,2 BHK,8000,,200,Furnished,,2022-05-15,2026-06-05 22:46:37.485506,,40.00
3256,kaggle,Benson Town,Other,3 BHK,35000,,1300,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,26.92
3258,kaggle,Cox Town,Other,2 BHK,10000,,850,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,11.76
3260,kaggle,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Other,4 BHK,140000,,3100,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,45.16
3261,kaggle,Electronic City,South,2 BHK,6000,,660,Unfurnished,,2022-06-21,2026-06-05 22:46:37.485506,,9.09
3262,kaggle,Battarahalli,Other,2 BHK,11000,,600,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,18.33
3263,kaggle,Btm Layout,South,1 BHK,4000,,250,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,16.00
3265,kaggle,Halasuru,Other,2 BHK,24000,,630,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,38.10
3257,kaggle,K R Puram,East,1 BHK,8000,,750,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,10.67
3208,kaggle,"Murugeshpalya, Airport Road",East,2 BHK,16000,,800,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,20.00
3212,kaggle,Ramamurthy Nagar,East,2 BHK,12000,,800,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,15.00
3217,kaggle,Mathikere,North,2 BHK,9000,,600,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,15.00
3246,kaggle,C V Raman Nagar,East,1 BHK,9000,,400,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,22.50
3205,kaggle,"Chuchangatta Colony, J P Nagar",South,2 BHK,14000,,1300,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,10.77
3225,kaggle,J P Nagar,South,2 BHK,16000,,800,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,20.00
3259,kaggle,J P Nagar,South,1 BHK,11500,,600,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,19.17
3252,kaggle,Kanakapura Road,South,3 BHK,30000,,1700,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,17.65
3228,kaggle,Bilekahalli,South,3 BHK,21000,,1600,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,13.12
3213,kaggle,Banashankari,South,2 BHK,10500,,1000,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,10.50
3226,kaggle,Indira Nagar,Central,3 BHK,60000,,1500,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,40.00
3215,kaggle,"Kaggadasapura, Indira nagar",Central,2 BHK,15000,,1100,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,13.64
3266,kaggle,"Dooravani Nagar, Dooravani Nagar",Other,2 BHK,11000,,840,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,13.10
3267,kaggle,Marathahalli,East,2 BHK,10000,,500,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,20.00
3268,kaggle,Hebbal,North,3 BHK,62000,,1680,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,36.90
3270,kaggle,Basaveshwara Layout,Other,2 BHK,18000,,1000,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,18.00
3271,kaggle,Hebbal Kempapura,North,2 BHK,17500,,900,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,19.44
3272,kaggle,Aduru,Other,1 BHK,6500,,500,Semi-Furnished,,2022-06-08,2026-06-05 22:46:37.485506,,13.00
3273,kaggle,Chinnapanna Halli,Other,1 BHK,16000,,550,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,29.09
3274,kaggle,Begur Road,Other,3 BHK,30000,,1250,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,24.00
3275,kaggle,"Nanja Reddy Colony, Jeevan Bima Nagar",Other,2 BHK,28000,,850,Semi-Furnished,,2022-06-09,2026-06-05 22:46:37.485506,,32.94
3276,kaggle,"Subhash Nagar, Kengeri Satellite Town",Other,1 BHK,6500,,150,Semi-Furnished,,2022-05-30,2026-06-05 22:46:37.485506,,43.33
3278,kaggle,"Electronics City Phase 1, Electronic City",South,2 BHK,8500,,500,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,17.00
3279,kaggle,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Other,2 BHK,20000,,750,Semi-Furnished,,2022-05-21,2026-06-05 22:46:37.485506,,26.67
3280,kaggle,"Rbi Colony-Jayanagar, Jayanagar",South,3 BHK,26000,,2000,Semi-Furnished,,2022-07-02,2026-06-05 22:46:37.485506,,13.00
3281,kaggle,Electronic City,South,1 BHK,8000,,500,Semi-Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,16.00
3283,kaggle,Neelasandra,Other,2 BHK,12500,,750,Semi-Furnished,,2022-06-24,2026-06-05 22:46:37.485506,,16.67
3284,kaggle,Ramagondanahalli,Other,1 BHK,8000,,600,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,13.33
3285,kaggle,Thanisandra,Other,3 BHK,52000,,2710,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,19.19
3286,kaggle,Basava Nagar,Other,2 BHK,18000,,1190,Semi-Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,15.13
3288,kaggle,"Electronics City Phase 1, Electronic City",South,2 BHK,12000,,750,Unfurnished,,2022-04-29,2026-06-05 22:46:37.485506,,16.00
3289,kaggle,Bilal Nagar-Sagayapura,Other,3 BHK,100000,,1800,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,55.56
3290,kaggle,Lakshmipura,Other,1 BHK,6000,,1200,Furnished,,2022-06-14,2026-06-05 22:46:37.485506,,5.00
3291,kaggle,Btm Layout,South,2 BHK,12000,,600,Semi-Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,20.00
3293,kaggle,Kudlu Gate,Other,3 BHK,13500,,1100,Unfurnished,,2022-06-16,2026-06-05 22:46:37.485506,,12.27
3294,kaggle,Nagarbhavi,Other,1 BHK,10000,,700,Unfurnished,,2022-06-30,2026-06-05 22:46:37.485506,,14.29
3295,kaggle,Attibele,Other,2 BHK,8500,,650,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,13.08
3296,kaggle,Yelahanka,North,3 BHK,32000,,1768,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,18.10
3297,kaggle,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Other,3 BHK,42000,,1600,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,26.25
